NAME20,INTPTLAT20,INTPTLON20,Area,Building_Data_Present
"Mansfield, LA",32.0326631,-93.7030223,10581539.09,FALSE
"Decatur, IL",39.8447144,-88.9346048,150324839.1,FALSE
"Taneytown, MD",39.6571849,-77.1649623,5894101.646,FALSE
"Highland, IL",38.7485318,-89.6757855,13860513,FALSE
"Staunton, IL",39.0145953,-89.7839555,8029258.798,FALSE
"Ottumwa, IA",41.0228792,-92.4145443,34066975.93,FALSE
"Fort Dodge, IA",42.5095896,-94.1820895,35777781.82,FALSE
"Smithfield, NC",35.5058507,-78.3402878,44158466.21,FALSE
"Brunswick, MD",39.320089,-77.622161,9431990.301,FALSE
"Thurmont, MD",39.619976,-77.4076948,9845076.052,FALSE
"Vinton, IA",42.1661385,-92.0243978,7209757.966,FALSE
"Poinciana, FL",28.113549,-81.4566876,60371714.2,FALSE
"Chester, IL",37.9165726,-89.8154762,10292680.06,FALSE
"Tybee Island, GA",32.0111767,-80.8655789,7479638.713,FALSE
"Knoxville, IA",41.3182506,-93.1060777,9928187.987,FALSE
"South Boston, VA",36.7141654,-78.9102071,16083305.11,FALSE
"Belle Glade, FL",26.6836232,-80.6783101,18672954.22,FALSE
"Willard, OH",41.0543569,-82.725251,9338417.056,FALSE
"Zephyrhills, FL",28.2479267,-82.1911542,88714655.14,FALSE
"Chillicothe, OH",39.3461025,-83.0047122,42849287.81,FALSE
"Fremont, OH",41.3482347,-83.1177035,35634551.44,FALSE
"Henderson, TX",32.1586905,-94.8051077,27336977.18,FALSE
"Des Moines, IA",41.6209977,-93.6652328,589312756.2,FALSE
"Wauchula, FL",27.5443423,-81.809406,16169752.04,FALSE
"Indianola, IA",41.3637395,-93.5654387,22535648.87,FALSE
"Rincon, GA",32.291561,-81.220108,22795514.42,FALSE
"Sterling, IL",41.7886421,-89.6951755,39457247.76,FALSE
"San Angelo, TX",31.43715,-100.4576152,130219015.3,FALSE
"Watertown, WI",43.190745,-88.728712,28080672.28,FALSE
"Beaver Dam, WI",43.4716477,-88.8292696,24376616.48,FALSE
"Dededo--Apotgan--Tamuning, GU",13.5047763,144.8292699,142864933.5,FALSE
"Horseshoe Bay, TX",30.5453795,-98.3738331,22224725.42,FALSE
"Brunswick, ME",43.9157366,-69.9106191,73309559.16,FALSE
"Aubrey, TX",33.2905169,-96.9878798,7108279.136,FALSE
"Durham, NC",35.9669854,-78.9376877,478272491.6,FALSE
"Fayetteville, NC",35.0526282,-78.9768398,512754227.5,FALSE
"Dunn, NC",35.3175755,-78.6364402,28915389.2,FALSE
"Raleigh, NC",35.7788313,-78.6794259,1450727043,FALSE
"Rockingham, NC",34.9152007,-79.7415225,60029777.63,FALSE
"Forrest City, AR",35.013019,-90.7857264,18216175.48,FALSE
"Baltimore, MD",39.2364801,-76.6424988,1752073059,FALSE
"Olney, IL",38.729216,-88.0854592,15898120.75,FALSE
"Harrisburg, IL",37.73503,-88.5474256,13785924.06,FALSE
"Independence, IA",42.4648886,-91.8982695,12588167.67,FALSE
"Minden, LA",32.603437,-93.2973826,33689100.17,FALSE
"Springhill, LA",32.9732866,-93.4527777,19222368.95,FALSE
"Centralia, IL",38.5260662,-89.1293536,25474602.28,FALSE
"Mount Carmel, IL",38.419434,-87.7710766,11126852.25,FALSE
"Crisfield, MD",37.9866011,-75.8457586,7359531.899,FALSE
"Princess Anne, MD",38.2033622,-75.6935987,7825193.339,FALSE
"Asheboro, NC",35.7345052,-79.8120275,71323904.62,FALSE
"High Point, NC",35.9416764,-80.0148167,265299361.5,FALSE
"Salina, KS",38.8148878,-97.6149456,58399607.8,FALSE
"DeWitt, IA",41.8207383,-90.5392959,10370238.24,FALSE
"Wamego, KS",39.2071041,-96.3087496,6078545.397,FALSE
"Lewiston, ME",44.0787048,-70.1954802,83551146.53,FALSE
"Fort Scott, KS",37.8260834,-94.7027409,13222492.82,FALSE
"Gainesville, TX",33.6374404,-97.138935,24775054.65,FALSE
"Spirit Lake, IA",43.3969898,-95.1236043,42771633.87,FALSE
"Estherville, IA",43.4035172,-94.8328647,8936602.919,FALSE
"Gainesville, GA",34.2413814,-84.0046508,681695944.7,FALSE
"Van Wert, OH",40.8681802,-84.5861608,16015862.29,FALSE
"Hartwell, GA",34.3545569,-82.9295677,17574220.75,FALSE
"Hazlehurst, GA",31.864618,-82.6041871,12998055.72,FALSE
"Barnesville, GA",33.0563456,-84.1601914,15167742.38,FALSE
"Wooster, OH",40.8170295,-81.9315294,56353275.45,FALSE
"Del Rio, TX",29.3708537,-100.876596,48928271.39,FALSE
"Urbana, OH",40.1095104,-83.7483755,16751907.97,FALSE
"Galion, OH",40.7345722,-82.7903327,16651382.84,FALSE
"Wharton, TX",29.3185689,-96.0915219,12071523.72,FALSE
"Cambridge, OH",40.0043735,-81.5802243,28555718.83,FALSE
"Floresville, TX",29.1413098,-98.1566231,9993400,FALSE
"Decatur, TX",33.2283686,-97.5916703,16051648.04,FALSE
"Graham, TX",33.1008814,-98.5778061,12175166.36,FALSE
"Chardon, OH",41.5792893,-81.2090597,13580797.21,FALSE
"Corpus Christi, TX",27.7493588,-97.4172292,338474903.2,FALSE
"Mount Vernon, OH",40.3903762,-82.4735503,25014532.81,FALSE
"Faribault, MN",44.297461,-93.2789294,27137693.41,FALSE
"Abbeville, LA",29.9686495,-92.0952248,29159639.58,FALSE
"Pryor Creek, OK",36.2837157,-95.3193386,18758692.95,FALSE
"Waverly, IA",42.7271963,-92.4763144,15038116.49,FALSE
"Manhattan, KS",39.1847233,-96.6041633,67078629.23,FALSE
"Eureka, MO",38.4914442,-90.6430093,24213243.98,FALSE
"Pacific, MO",38.4809261,-90.7755537,16028947.8,FALSE
"Crawfordville, FL",30.1899984,-84.3552663,25172073.56,FALSE
"Ozark, AL",31.4331041,-85.648274,43466013.74,FALSE
"Oberlin, OH",41.2928425,-82.2161321,7622343.414,FALSE
"London--Corbin, KY",37.1333732,-84.1191675,124795707.7,FALSE
"Sparta, MI",43.1451808,-85.7032793,11147059.48,FALSE
"Atoka, TN",35.4361761,-89.7772089,25777854.89,FALSE
"Arlington, TN",35.284261,-89.6651468,19965182.64,FALSE
"Ashland, PA",40.7936656,-76.2843465,3674774.924,FALSE
"Delano, MN",45.037644,-93.7879478,8010945.03,FALSE
"Clifton Springs, NY",42.9729586,-77.2302094,10873956.4,FALSE
"East Aurora, NY",42.7701899,-78.6158114,15113863.39,FALSE
"Village of Four Seasons, MO",38.2013856,-92.7288332,53224811.55,FALSE
"Lake Bryant, FL",29.1670961,-81.8623218,8358980.845,FALSE
"Spring Hill, FL",28.4711365,-82.5431328,341722071.5,FALSE
"Willard, MO",37.2468081,-93.3748911,22447034.86,FALSE
"Saginaw, MI",43.4359426,-83.9691635,173480407.5,FALSE
"Fort Wayne, IN",41.0976193,-85.1474337,424398366.9,FALSE
"Hays, KS",38.879177,-99.3197099,25224976.24,FALSE
"Petoskey, MI",45.377841,-84.945484,40314358.41,FALSE
"Milan, MI",42.0848888,-83.6782512,9000700.222,FALSE
"Toledo, OH--MI",41.636709,-83.6088822,643741458.8,FALSE
"Russell, KS",38.8894644,-98.8573723,5903538.298,FALSE
"Donaldsonville, LA",30.1090996,-90.8926649,42035957.34,FALSE
"Bay City, MI",43.6086671,-83.8904136,106372133.7,FALSE
"Dundee, MI",41.9617875,-83.6612616,10200531.93,FALSE
"Lansing, MI",42.7211908,-84.5402649,412275124.1,FALSE
"Durand, MI",42.9196388,-83.9918753,9914519.155,FALSE
"North Manchester, IN",41.0067271,-85.7725954,7508740.77,FALSE
"Harriman--Kingston--Rockwood, TN",35.9193992,-84.5379435,79370306.52,FALSE
"Madisonville, KY",37.3317066,-87.4974109,42042166.02,FALSE
"Charles City, IA",43.0620578,-92.6712709,10754621.38,FALSE
"Iron Mountain--Kingsford, MI--WI",45.8076217,-88.0412597,34743481.43,FALSE
"DeKalb, IL",41.9488743,-88.7236293,67014365.72,FALSE
"Eaton Rapids, MI",42.5114205,-84.6544263,7411460.743,FALSE
"Barbourville, KY",36.8601668,-83.8704514,13791961.44,FALSE
"Emporia, KS",38.409579,-96.1945187,29185038.35,FALSE
"Denton--Lewisville, TX",33.1949708,-97.1210538,394658802.2,FALSE
"Coffeyville, KS--OK",37.0339688,-95.6288236,19269805.98,FALSE
"Wichita, KS",37.6834601,-97.3256629,600669335,FALSE
"Portland, MI",42.8756578,-84.9114335,11273444.44,FALSE
"Yoakum, TX",29.289532,-97.1485952,8161948.851,FALSE
"Albion, MI",42.2495806,-84.7553508,12287720.08,FALSE
"Hondo, TX",29.3486597,-99.1434557,7875300.472,FALSE
"Maysville, KY--OH",38.6469437,-83.780986,27115286.67,FALSE
"Ludington, MI",43.974531,-86.4244643,33007922.6,FALSE
"Forest Lake, MN",45.2733072,-92.9698397,47663501.72,FALSE
"Greenville, MI",43.1802849,-85.2647726,17519481.37,FALSE
"Kankakee, IL",41.1345659,-87.8676302,83966328.21,FALSE
"Hillsboro, OH",39.2084802,-83.6132976,12503741.27,FALSE
"Pocahontas, AR",36.2677875,-90.976433,13019663.52,FALSE
"Searcy, AR",35.2403012,-91.7232573,55380124.78,FALSE
"Maryville, MO",40.3425812,-94.8736621,14553006.89,FALSE
"Okmulgee, OK",35.6252391,-95.9630638,19129487.24,FALSE
"Breckenridge, TX",32.7567607,-98.9056948,12563838.66,FALSE
"Byron, MN",44.0370877,-92.6402628,7995586.931,FALSE
"Thomaston, GA",32.9052485,-84.3245475,26936170.31,FALSE
"Boonville, MO",38.9614386,-92.7462034,15141823.39,FALSE
"Sullivan, MO",38.212499,-91.169655,15907128.1,FALSE
"Monroe, GA",33.7964414,-83.7158781,34205021.06,FALSE
"Brookfield, MO",39.7835079,-93.0769127,8343621.824,FALSE
"Elizabethtown--Radcliff, KY",37.8737537,-85.9492648,145886739,FALSE
"Rio Grande City--Roma, TX",26.387806,-98.8726718,50840365.12,FALSE
"Marietta, OH--WV",39.416913,-81.4392702,36697041.08,FALSE
"Jefferson, GA",34.1125658,-83.597069200000007,27905494.32,FALSE
"Hampstead, NC",34.412168,-77.6063111,82030058.24,FALSE
"World Golf Village, FL",29.9414098,-81.5073621,36624466.5,FALSE
"South Pittsburg--Bridgeport, TN--AL",34.9552105,-85.7278785,14311851.38,FALSE
"Waldorf, MD",38.6268451,-76.9571932,154314819.6,FALSE
"Walden, NY",41.5210806,-74.2141839,30177401.29,FALSE
"West Point--Highland Falls, NY",41.3914461,-73.9637154,10298193.57,FALSE
"Chester, NY",41.3627073,-74.2780785,11861964.21,FALSE
"Xenia, OH",39.682998,-83.9456038,29536545.29,FALSE
"Worth--Lexington, MI",43.2679077,-82.5301072,10908467.72,FALSE
"Medina, OH",41.1271191,-81.842637,72666521.15,FALSE
"Alexandria, IN",40.2576092,-85.679057,9864906.013,FALSE
"Henderson, KY",37.8366658,-87.5801044,39791316.71,FALSE
"Greenville, KY",37.2168972,-87.1720149,14392016.02,FALSE
"Bluffton East--Hilton Head Island, SC",32.2537754,-80.8676718,168510517,FALSE
"Fort Rucker--Daleville, AL",31.3080643,-85.7113511,20113986.92,FALSE
"Barceloneta--Florida--Bajadero, PR",18.4184803,-66.6067242,108078161.8,FALSE
"Loíza--Vieques (Loíza Municipio), PR",18.4223266,-65.8489874,11541545.34,FALSE
"Utuado, PR",18.2645085,-66.6950081,29387367.04,FALSE
"Pole Ojea, PR",17.9777727,-67.1963828,7943670.858,FALSE
"Aguadilla--Isabela--San Sebastián, PR",18.3914262,-67.0913248,485426072.1,FALSE
"San Juan, PR",18.2842772,-66.103198,2001517019,FALSE
"Juana Díaz, PR",18.0827281,-66.5083067,83774034.43,FALSE
"Yauco, PR",18.0425272,-66.8148068,90470762.03,FALSE
"Mayagüez, PR",18.1922637,-67.1138238,129962791.9,FALSE
"Athens, AL",34.7976244,-86.9623659,52338413.02,FALSE
"Whitehall, MI",43.4172734,-86.3797682,22688412.5,FALSE
"Beaver Dam, KY",37.4066824,-86.8764699,8836317.831,FALSE
"Hazard, KY",37.2645219,-83.2017189,20846028.86,FALSE
"Pikeville, KY",37.4728489,-82.5302015,26865681.04,FALSE
"Three Rivers, MI",41.9514539,-85.6214448,24216933.75,FALSE
"Paw Paw, MI",42.2316256,-85.8919984,15562792.38,FALSE
"Effingham, IL",39.1259663,-88.5316935,35235511.73,FALSE
"Carthage, TX",32.1573823,-94.3441653,19337830.81,FALSE
"St. Cloud, MN",45.5678897,-94.1961974,144149369,FALSE
"Barnstable Town, MA",41.627072,-70.6166101,974181608.4,FALSE
"St. Francis, MN",45.3813699,-93.3498953,10304620.62,FALSE
"Mankato, MN",44.1722746,-93.9971608,67168706.76,FALSE
"Sanford, ME",43.4359506,-70.7642656,15832097.85,FALSE
"Littlestown, PA",39.7450698,-77.0833229,8958022.594,FALSE
"Abbeville, SC",34.1767288,-82.3829451,12821182.74,FALSE
"Milan, TN",35.9131733,-88.7596621,15535969.31,FALSE
"Nantucket, MA",41.2660432,-70.1024315,30776999.17,FALSE
"Huron, SD",44.3614511,-98.2195236,20671295.71,FALSE
"Princeton, KY",37.1073834,-87.883831,15845817.48,FALSE
"Kutztown, PA",40.5097961,-75.774612,9749186.668,FALSE
"Murray, KY",36.6096965,-88.3259079,30700962.85,FALSE
"Miami, OK",36.8908649,-94.8759405,23862696.87,FALSE
"Tomah, WI",43.9880103,-90.50138,18091702.91,FALSE
"Prairie du Sac--Sauk City, WI",43.283759,-89.7321439,7452993.56,FALSE
"Princeton, MN",45.5682149,-93.5902541,10943246.05,FALSE
"Greenville, OH",40.1047085,-84.6214501,17390153.26,FALSE
"Walterboro, SC",32.9078674,-80.6681204,21203734.73,FALSE
"Duluth, MN--WI",46.7665144,-92.1277932,185981703.9,FALSE
"Virginia, MN",47.5096442,-92.5545802,17655994.28,FALSE
"Jordan, MN",44.6646297,-93.6402224,7799292.623,FALSE
"Circleville, OH",39.6051292,-82.9373564,19126340.06,FALSE
"Charlestown, RI",41.3832053,-71.6234808,19661094.4,FALSE
"Millersburg, PA",40.5408026,-76.9516933,4850881.353,FALSE
"Titusville, PA",41.629297,-79.6696311,5729922.889,FALSE
"Bowie, TX",33.5606255,-97.8482499,11222426.8,FALSE
"Royse City, TX",32.9789073,-96.3244108,15963522.42,FALSE
"New Braunfels, TX",29.6920641,-98.1124735,132747980.3,FALSE
"Princeton, TX",33.1821824,-96.5207683,21487684.13,FALSE
"Hornsby Bend, TX",30.2487572,-97.5786573,9835220.269,FALSE
"Laplace--Lutcher--Gramercy, LA",30.0580678,-90.5731808,81341930.06,FALSE
"Melissa--Anna, TX",33.3312611,-96.5619218,44080032.61,FALSE
"Glenwood, MN",45.65448,-95.4084145,10924500.47,FALSE
"Big Lake, MN",45.3399481,-93.7452085,16175189.05,FALSE
"Stillwater, MN--WI",45.0368561,-92.8263367,43523123.94,FALSE
"Wind Lake, WI",42.8176158,-88.153431,13422918.48,FALSE
"Hayes, MI",44.0163503,-84.7957069,9195280.517,FALSE
"Grafton--Port Washington--Cedarburg, WI",43.3361119,-87.9485699,60787805.27,FALSE
"Tippecanoe, IN",41.2857874,-85.7150981,16826975.46,FALSE
"Jacksonville, FL",30.2518608,-81.6336772,1678388228,FALSE
"Kansas City, MO--KS",39.0412437,-94.6063588,1870927703,FALSE
"Platte City, MO",39.344276,-94.7714148,15515594.97,FALSE
"Perry, FL",30.1063529,-83.5795385,15346527.61,FALSE
"Fitzgerald, GA",31.7154238,-83.2604722,22549392.11,FALSE
"Dalton, GA",34.7790178,-84.9751426,149095834,FALSE
"Valdosta, GA",30.8659541,-83.2877239,108459446.9,FALSE
"Chattanooga, TN--GA",35.0517194,-85.2052498,761455226.5,FALSE
"Moultrie, GA",31.1773461,-83.7773919,50499307.73,FALSE
"Tifton, GA",31.4515367,-83.5139893,48361056.44,FALSE
"Bryan, OH",41.4702888,-84.5474433,13164889.15,FALSE
"McKenzie, TN",36.1364927,-88.5135515,11399232.53,FALSE
"Lufkin, TX",31.3307891,-94.7322702,95723684.53,FALSE
"Rockport, TX",28.0652867,-97.0498345,50988624.79,FALSE
"New Bedford, MA",41.6649199,-70.9376742,166554987.8,FALSE
"Sioux City, IA--NE--SD",42.4781904,-96.4003342,144836613.6,FALSE
"Newport, TN",35.955244,-83.197742,25647484.57,FALSE
"Gaffney, SC",35.0768491,-81.6519098,40080767.89,FALSE
"Tamaqua, PA",40.833461,-75.870365,6535231.126,FALSE
"Beeville, TX",28.4063663,-97.7483668,16350544.97,FALSE
"State College, PA",40.7992114,-77.8635925,67111086.47,FALSE
"Rogersville, TN",36.4012228,-83.0055106,15832923.13,FALSE
"Paris, TN",36.2927386,-88.3080574,23959452.12,FALSE
"Brandon, SD",43.5933293,-96.5808529,11997859.25,FALSE
"Georgetown, SC",33.3704569,-79.2999276,25231330.84,FALSE
"North Adams, MA",42.7073618,-73.1151488,42183032.9,FALSE
"Morris, IL",41.3704009,-88.4288014,22702426.86,FALSE
"Lampasas, TX",31.0665468,-98.1838772,10164955.72,FALSE
"Mexia, TX",31.6782863,-96.4786951,11715328.64,FALSE
"Port Lavaca, TX",28.618167,-96.6308098,27276320.38,FALSE
"Green Bay, WI",44.5024596,-88.0398863,301750563.2,FALSE
"Manitowoc, WI",44.1124813,-87.6546513,63483222.27,FALSE
"St. Johnsbury, VT",44.4235708,-72.0154449,8594124.078,FALSE
"Burlington, VT",44.4701469,-73.1522619,163197054.4,FALSE
"Portage, WI",43.5495653,-89.4698055,13996031.56,FALSE
"East Troy, WI",42.7955198,-88.3985278,12375492.95,FALSE
"Lakes of the Four Seasons, IN",41.4154658,-87.231281,15237335.58,FALSE
"Allendale, MI",42.9641588,-85.9292006,27470373.29,FALSE
"McHenry Northwest--Wonder Lake, IL",42.3901052,-88.3453382,6095659.104,FALSE
"Wales, WI",43.0007246,-88.370205,15597816.88,FALSE
"Coal City--Braidwood, IL",41.2790877,-88.2218186,27146070.39,FALSE
"Jefferson, WI",43.0077845,-88.8090272,12673372.17,FALSE
"Conway, NH",44.0357185,-71.1172323,23439744.5,FALSE
"Lincoln, NH",44.0607245,-71.6708625,13206668.94,FALSE
"Bonne Terre, MO",37.9226021,-90.5465865,5756344.026,FALSE
"Connellsville, PA",40.0872893,-79.5687225,53535557.11,FALSE
"Shinnston, WV",39.3990589,-80.3049733,10404093.7,FALSE
"Conneaut Lakeshore, PA",41.6209488,-80.2964003,13609068.34,FALSE
"Chapin, SC",34.1484307,-81.3380601,16414880.31,FALSE
"Hillsborough, NC",36.0693097,-79.0923986,28769127.74,FALSE
"Seymour, TN",35.8826546,-83.7616294,35945727.28,FALSE
"Governors Club, NC",35.8493251,-79.0402683,9407401.908,FALSE
"Seabrook Island, SC",32.5995655,-80.106126,22437382.54,FALSE
"Kings Mountain, NC",35.237307,-81.3598283,31471899.05,FALSE
"Sylva, NC",35.3747657,-83.216934,18685456.45,FALSE
"Williamston, SC",34.6216341,-82.4924106,26518043.56,FALSE
"Camden--Lugoff, SC",34.2235336,-80.6849644,90378785.79,FALSE
"Bluffton, IN",40.7514433,-85.1622212,17043693.66,FALSE
"Davenport, IA--IL",41.5231981,-90.5144797,369031448.6,FALSE
"Scottsboro, AL",34.6520442,-86.03394,31983866.36,FALSE
"Marion, IN",40.5401663,-85.6627846,56818564.89,FALSE
"Huntington, IN",40.8845724,-85.4967225,25892144.45,FALSE
"Auburn, IN",41.361557,-85.075974,25597826.03,FALSE
"Hammond, LA",30.4848272,-90.476454,198695980.1,FALSE
"Huntsville, AL",34.740944,-86.6615395,558863944.6,FALSE
"Indianapolis, IN",39.815038,-86.1440681,1897269833,FALSE
"Greencastle, IN",39.6418405,-86.8463394,12456511.4,FALSE
"Shenandoah, IA",40.7594085,-95.3734549,7743076.441,FALSE
"Burlington, IA--IL",40.8098601,-91.1534258,54916825.93,FALSE
"Elwood, IN",40.2724681,-85.8377118,11996709.45,FALSE
"Peru, IN",40.7491332,-86.0837758,16995142.88,FALSE
"Tipton, IN",40.2821393,-86.0414814,6274214.557,FALSE
"Clay Center, KS",39.3800735,-97.1239595,6520544.548,FALSE
"Natchez, MS--LA",31.5576763,-91.404904,58029304.42,FALSE
"Lafayette, LA",30.1904502,-92.0330568,418005280.8,FALSE
"Bastrop, LA",32.7760539,-91.9111455,26855200.23,FALSE
"Jeanerette, LA",29.9176166,-91.6749751,7487637.048,FALSE
"Bloomsburg--Berwick, PA",41.0272878,-76.3637698,55114315.63,FALSE
"Landrum--Tryon, SC--NC",35.1715354,-82.1811156,14349178.94,FALSE
"Port Arthur, TX",29.93641,-93.9702448,179717132,FALSE
"Charlotte Amalie, VI",18.3469376,-64.9207812,61446322.23,FALSE
"St. Peter, MN",44.3273346,-93.9674518,12988788.82,FALSE
"Crozet, VA",38.0651138,-78.6972954,11691410.88,FALSE
"Fairmont, MN",43.6458812,-94.4565784,10409838.21,FALSE
"Cleburne, TX",32.348358,-97.407671,63946416.78,FALSE
"Roanoke, VA",37.2953202,-79.9633994,327089963.7,FALSE
"River Falls, WI",44.8595614,-92.6229575,16587182.37,FALSE
"Stevens Point, WI",44.5047794,-89.5457743,67823237.14,FALSE
"New Boston, TX",33.4581196,-94.4162671,9697556.2,FALSE
"Clinton, SC",34.4631437,-81.8772823,21954937.14,FALSE
"Farmville, VA",37.2860162,-78.3909602,17289386.53,FALSE
"Batesburg-Leesville, SC",33.9087963,-81.5290762,14667603.2,FALSE
"Falfurrias, TX",27.224195,-98.1471549,5662324.045,FALSE
"Mullins, SC",34.2027855,-79.2595284,10386059.82,FALSE
"Plymouth, WI",43.7457725,-87.9696397,13950979.67,FALSE
"Sturgeon Bay, WI",44.8482776,-87.373987,22751965.64,FALSE
"Rocky Mount, VA",37.001543,-79.8867317,17527824.67,FALSE
"Taylor, TX",30.5766763,-97.4178456,18358949.28,FALSE
"Salamanca, NY",42.1581313,-78.7247521,13323977.51,FALSE
"Lockport, NY",43.149859,-78.6838524,46049375.03,FALSE
"Canton, IL",40.562606100000004,-90.0330034,14006190.72,FALSE
"Marshall, MI",42.2785489,-84.9613776,11964269.49,FALSE
"Swainsboro, GA",32.5969963,-82.3329013,21370705.69,FALSE
"Litchfield, IL",39.1735091,-89.6584998,12659650.29,FALSE
"Cloquet, MN",46.704086,-92.4342408,24924132.28,FALSE
"Treasure Lake, PA",41.1618237,-78.7151398,10570040.34,FALSE
"Natchitoches, LA",31.754426,-93.083408,29865213.52,FALSE
"Grand Rapids, MN",47.2245461,-93.5323952,29225914.3,FALSE
"Sallisaw, OK",35.4590805,-94.7890469,14142326.31,FALSE
"Hoopeston, IL",40.4651182,-87.6717261,5851436.09,FALSE
"Havelock, NC",34.8977826,-76.89844,41040675.66,FALSE
"Zebulon, NC",35.8377989,-78.3204434,15869205.71,FALSE
"Walhalla, SC",34.7695146,-83.0554691,14927018.2,FALSE
"Vero Beach--Sebastian, FL",27.6710837,-80.4269506,305592577.8,FALSE
"The Villages--Lady Lake, FL",28.9463645,-81.9969723,265173559.3,FALSE
"Wildwood, FL",28.780655,-82.0058192,33527083.64,FALSE
"Mount Plymouth, FL",28.8077166,-81.5314824,10851951.16,FALSE
"Bartow, FL",27.8901519,-81.8384045,21165902.23,FALSE
"Dade City, FL",28.3534225,-82.2074524,38259609.8,FALSE
"Clayton, NY",44.2529193,-76.0441099,8431601.849,FALSE
"Canandaigua, NY",42.871921,-77.2867325,33959400.59,FALSE
"Carthage, NY",43.9829268,-75.6173818,6423251.512,FALSE
"Sunderland--South Deerfield, MA",42.4813953,-72.589793,17852554.01,FALSE
"Leisuretowne, NJ",39.9069257,-74.7069499,8787569.36,FALSE
"Clinton, NJ",40.6343365,-74.8958663,27357148.53,FALSE
"Indian Head, MD",38.5945275,-77.1641122,9654869.676,FALSE
"Danville--Mahoning, PA",40.9624049,-76.6009577,13540638.65,FALSE
"Flemington--Raritan, NJ",40.5056131,-74.848872,47699604.72,FALSE
"Swatara, PA",40.4148043,-76.4929483,12888514.02,FALSE
"Schuylkill Haven--Orwigsburg, PA",40.6332259,-76.164604,26605970.5,FALSE
"Urbana, MD",39.3395264,-77.3446905,9078331.1,FALSE
"Meredith, NH",43.6526867,-71.4964896,18043483.56,FALSE
"Dumas, AR",33.8840119,-91.4867325,8048696.802,FALSE
"Osceola, AR",35.6944387,-89.9704097,11517772.28,FALSE
"Gulfport--Biloxi, MS",30.4050835,-89.042203,467864186,FALSE
"Philadelphia, MS",32.772735,-89.1140846,19043540.11,FALSE
"Pell City, AL",33.5832853,-86.2861209,36544681.66,FALSE
"Memphis, TN--MS--AR",35.0841431,-89.9152879,1281615574,FALSE
"Marianna, FL",30.7790009,-85.2359601,11276395.73,FALSE
"Tampa--St. Petersburg, FL",28.0104268,-82.5183592,2717994165,FALSE
"Trumann, AR",35.6742392,-90.5193427,11073673.9,FALSE
"Crystal River, FL",28.8957539,-82.5861965,39460165.81,FALSE
"Tallahassee, FL",30.4763665,-84.2722402,335594167.6,FALSE
"Palatka, FL",29.6415242,-81.667356,47849194.21,FALSE
"Pensacola, FL--AL",30.4847613,-87.2643361,701532087.8,FALSE
"Orlando, FL",28.5768141,-81.4209913,1838109621,FALSE
"Sheboygan, WI",43.752369,-87.7591361,92547244.01,FALSE
"Medford, WI",45.1374125,-90.3479794,7926097.127,FALSE
"Athol, MA",42.5996921,-72.2372537,28677324.1,FALSE
"Kingstree, SC",33.6829902,-79.8222007,13163737.02,FALSE
"Winchester, VA",39.1472826,-78.1442998,110039874.6,FALSE
"Kingsland, TX",30.660492,-98.4505671,26937795.01,FALSE
"Shippensburg, PA",40.0502259,-77.5089091,25607370.79,FALSE
"Lockhart, TX",29.8707174,-97.6785825,21577026.57,FALSE
"Lake City, MN",44.4437555,-92.2717725,7291645.598,FALSE
"Ridgway, PA",41.4294622,-78.7380986,6594636.609,FALSE
"Leominster--Fitchburg, MA",42.5558269,-71.8247801,142578223,FALSE
"Vernon, TX",34.1516335,-99.2976462,15026262.16,FALSE
"Auburn, NY",42.9222792,-76.5585392,34242428.12,FALSE
"Sault Ste. Marie, MI",46.4795297,-84.3499906,21389620.99,FALSE
"Brady, TX",31.129823,-99.3371746,7596556.838,FALSE
"St. Ignace, MI",45.8777609,-84.7325737,14828655.29,FALSE
"Harlingen, TX",26.1844374,-97.7162745,142149353.9,FALSE
"Eagle Pass, TX",28.7000794,-100.4740471,55063578.05,FALSE
"Temple, TX",31.1307083,-97.4233265,151663562.3,FALSE
"Bennington, VT",42.900009,-73.2044822,30421608.86,FALSE
"Marengo, IL",42.2491568,-88.6054165,9864686.671,FALSE
"New Iberia, LA",29.9902248,-91.8218241,64979880.77,FALSE
"Sonterra, TX",30.8173087,-97.6029782,8057893.698,FALSE
"McKinney--Frisco, TX",33.190397,-96.7859905,396556898.2,FALSE
"Eastman, GA",32.1938681,-83.1778771,15626801.63,FALSE
"Anna, IL",37.4618778,-89.2481044,11528735.99,FALSE
"Tiffin, OH",41.1093714,-83.1830039,24195363.34,FALSE
"Cartersville, GA",34.2026363,-84.8174043,115145037.1,FALSE
"Clyde, OH",41.3035849,-82.9794246,12554563.92,FALSE
"Orange City, IA",42.9980268,-96.0469934,10967329.99,FALSE
"Sioux Center, IA",43.0746163,-96.1702561,14427721.64,FALSE
"Bowling Green, KY",36.9631352,-86.4408242,135895698.3,FALSE
"Frostproof, FL",27.7321474,-81.5582434,24418385.21,FALSE
"Winter Haven, FL",27.959397,-81.7921467,443770803.4,FALSE
"Lakeland, FL",28.0408153,-81.9671057,408019924.7,FALSE
"Fort Meade, FL",27.7500559,-81.7953369,6075896.537,FALSE
"Clifton Forge, VA",37.8144197,-79.8178246,11877623.22,FALSE
"Laurel, MS",31.6872977,-89.1543096,52634284.53,FALSE
"Robstown, TX",27.7884648,-97.6691288,9491865.074,FALSE
"Purcellville, VA",39.1389196,-77.7226111,19536761.25,FALSE
