NAME20,INTPTLAT20,INTPTLON20,Area,,,,,,,,,,,,,,,,,,,,,,
"Lockport, NY",+43.1498590,-078.6838524,46049375.03,,,,,,,,,,,,,,,,,,,,,,
"Canton, IL",+40.5626061,-090.0330034,14006190.72,,,,,,,,,,,,,,,,,,,,,,
"Marshall, MI",+42.2785489,-084.9613776,11964269.49,,,,,,,,,,,,,,,,,,,,,,
"Swainsboro, GA",+32.5969963,-082.3329013,21370705.69,,,,,,,,,,,,,,,,,,,,,,
"Litchfield, IL",+39.1735091,-089.6584998,12659650.29,,,,,,,,,,,,,,,,,,,,,,
"Cloquet, MN",+46.7040860,-092.4342408,24924132.28,,,,,,,,,,,,,,,,,,,,,,
"Treasure Lake, PA",+41.1618237,-078.7151398,10570040.34,,,,,,,,,,,,,,,,,,,,,,
"Natchitoches, LA",+31.7544260,-093.0834080,29865213.52,,,,,,,,,,,,,,,,,,,,,,
"Grand Rapids, MN",+47.2245461,-093.5323952,29225914.3,,,,,,,,,,,,,,,,,,,,,,
"Sallisaw, OK",+35.4590805,-094.7890469,14142326.31,,,,,,,,,,,,,,,,,,,,,,
"Hoopeston, IL",+40.4651182,-087.6717261,5851436.09,,,,,,,,,,,,,,,,,,,,,,
"Havelock, NC",+34.8977826,-076.8984400,41040675.66,,,,,,,,,,,,,,,,,,,,,,
"Zebulon, NC",+35.8377989,-078.3204434,15869205.71,,,,,,,,,,,,,,,,,,,,,,
"Walhalla, SC",+34.7695146,-083.0554691,14927018.2,,,,,,,,,,,,,,,,,,,,,,
"Vero Beach--Sebastian, FL",+27.6710837,-080.4269506,305592577.8,,,,,,,,,,,,,,,,,,,,,,
"The Villages--Lady Lake, FL",+28.9463645,-081.9969723,265173559.3,,,,,,,,,,,,,,,,,,,,,,
"Wildwood, FL",+28.7806550,-082.0058192,33527083.64,,,,,,,,,,,,,,,,,,,,,,
"Mount Plymouth, FL",+28.8077166,-081.5314824,10851951.16,,,,,,,,,,,,,,,,,,,,,,
"Bartow, FL",+27.8901519,-081.8384045,21165902.23,,,,,,,,,,,,,,,,,,,,,,
"Dade City, FL",+28.3534225,-082.2074524,38259609.8,,,,,,,,,,,,,,,,,,,,,,
"Clayton, NY",+44.2529193,-076.0441099,8431601.849,,,,,,,,,,,,,,,,,,,,,,
"Canandaigua, NY",+42.8719210,-077.2867325,33959400.59,,,,,,,,,,,,,,,,,,,,,,
"Carthage, NY",+43.9829268,-075.6173818,6423251.512,,,,,,,,,,,,,,,,,,,,,,
"Sunderland--South Deerfield, MA",+42.4813953,-072.5897930,17852554.01,,,,,,,,,,,,,,,,,,,,,,
"Leisuretowne, NJ",+39.9069257,-074.7069499,8787569.36,,,,,,,,,,,,,,,,,,,,,,
"Clinton, NJ",+40.6343365,-074.8958663,27357148.53,,,,,,,,,,,,,,,,,,,,,,
"Indian Head, MD",+38.5945275,-077.1641122,9654869.676,,,,,,,,,,,,,,,,,,,,,,
"Danville--Mahoning, PA",+40.9624049,-076.6009577,13540638.65,,,,,,,,,,,,,,,,,,,,,,
"Flemington--Raritan, NJ",+40.5056131,-074.8488720,47699604.72,,,,,,,,,,,,,,,,,,,,,,
"Swatara, PA",+40.4148043,-076.4929483,12888514.02,,,,,,,,,,,,,,,,,,,,,,
"Schuylkill Haven--Orwigsburg, PA",+40.6332259,-076.1646040,26605970.5,,,,,,,,,,,,,,,,,,,,,,
"Urbana, MD",+39.3395264,-077.3446905,9078331.1,,,,,,,,,,,,,,,,,,,,,,
"Meredith, NH",+43.6526867,-071.4964896,18043483.56,,,,,,,,,,,,,,,,,,,,,,
"Dumas, AR",+33.8840119,-091.4867325,8048696.802,,,,,,,,,,,,,,,,,,,,,,
"Osceola, AR",+35.6944387,-089.9704097,11517772.28,,,,,,,,,,,,,,,,,,,,,,
"Gulfport--Biloxi, MS",+30.4050835,-089.0422030,467864186,,,,,,,,,,,,,,,,,,,,,,
"Philadelphia, MS",+32.7727350,-089.1140846,19043540.11,,,,,,,,,,,,,,,,,,,,,,
"Pell City, AL",+33.5832853,-086.2861209,36544681.66,,,,,,,,,,,,,,,,,,,,,,
"Memphis, TN--MS--AR",+35.0841431,-089.9152879,1281615574,,,,,,,,,,,,,,,,,,,,,,
"Marianna, FL",+30.7790009,-085.2359601,11276395.73,,,,,,,,,,,,,,,,,,,,,,
"Tampa--St. Petersburg, FL",+28.0104268,-082.5183592,2717994165,,,,,,,,,,,,,,,,,,,,,,
"Trumann, AR",+35.6742392,-090.5193427,11073673.9,,,,,,,,,,,,,,,,,,,,,,
"Crystal River, FL",+28.8957539,-082.5861965,39460165.81,,,,,,,,,,,,,,,,,,,,,,
"Tallahassee, FL",+30.4763665,-084.2722402,335594167.6,,,,,,,,,,,,,,,,,,,,,,
"Palatka, FL",+29.6415242,-081.6673560,47849194.21,,,,,,,,,,,,,,,,,,,,,,
"Pensacola, FL--AL",+30.4847613,-087.2643361,701532087.8,,,,,,,,,,,,,,,,,,,,,,
"Orlando, FL",+28.5768141,-081.4209913,1838109621,,,,,,,,,,,,,,,,,,,,,,
"Sheboygan, WI",+43.7523690,-087.7591361,92547244.01,,,,,,,,,,,,,,,,,,,,,,
"Medford, WI",+45.1374125,-090.3479794,7926097.127,,,,,,,,,,,,,,,,,,,,,,
"Athol, MA",+42.5996921,-072.2372537,28677324.1,,,,,,,,,,,,,,,,,,,,,,
"Kingstree, SC",+33.6829902,-079.8222007,13163737.02,,,,,,,,,,,,,,,,,,,,,,
"Winchester, VA",+39.1472826,-078.1442998,110039874.6,,,,,,,,,,,,,,,,,,,,,,
"Kingsland, TX",+30.6604920,-098.4505671,26937795.01,,,,,,,,,,,,,,,,,,,,,,
"Shippensburg, PA",+40.0502259,-077.5089091,25607370.79,,,,,,,,,,,,,,,,,,,,,,
"Lockhart, TX",+29.8707174,-097.6785825,21577026.57,,,,,,,,,,,,,,,,,,,,,,
"Lake City, MN",+44.4437555,-092.2717725,7291645.598,,,,,,,,,,,,,,,,,,,,,,
"Ridgway, PA",+41.4294622,-078.7380986,6594636.609,,,,,,,,,,,,,,,,,,,,,,
"Leominster--Fitchburg, MA",+42.5558269,-071.8247801,142578223,,,,,,,,,,,,,,,,,,,,,,
"Vernon, TX",+34.1516335,-099.2976462,15026262.16,,,,,,,,,,,,,,,,,,,,,,
"Auburn, NY",+42.9222792,-076.5585392,34242428.12,,,,,,,,,,,,,,,,,,,,,,
"Sault Ste. Marie, MI",+46.4795297,-084.3499906,21389620.99,,,,,,,,,,,,,,,,,,,,,,
"Brady, TX",+31.1298230,-099.3371746,7596556.838,,,,,,,,,,,,,,,,,,,,,,
"St. Ignace, MI",+45.8777609,-084.7325737,14828655.29,,,,,,,,,,,,,,,,,,,,,,
"Harlingen, TX",+26.1844374,-097.7162745,142149353.9,,,,,,,,,,,,,,,,,,,,,,
"Eagle Pass, TX",+28.7000794,-100.4740471,55063578.05,,,,,,,,,,,,,,,,,,,,,,
"Temple, TX",+31.1307083,-097.4233265,151663562.3,,,,,,,,,,,,,,,,,,,,,,
"Bennington, VT",+42.9000090,-073.2044822,30421608.86,,,,,,,,,,,,,,,,,,,,,,
"Marengo, IL",+42.2491568,-088.6054165,9864686.671,,,,,,,,,,,,,,,,,,,,,,
"New Iberia, LA",+29.9902248,-091.8218241,64979880.77,,,,,,,,,,,,,,,,,,,,,,
"Sonterra, TX",+30.8173087,-097.6029782,8057893.698,,,,,,,,,,,,,,,,,,,,,,
"McKinney--Frisco, TX",+33.1903970,-096.7859905,396556898.2,,,,,,,,,,,,,,,,,,,,,,
"Eastman, GA",+32.1938681,-083.1778771,15626801.63,,,,,,,,,,,,,,,,,,,,,,
"Anna, IL",+37.4618778,-089.2481044,11528735.99,,,,,,,,,,,,,,,,,,,,,,
"Tiffin, OH",+41.1093714,-083.1830039,24195363.34,,,,,,,,,,,,,,,,,,,,,,
"Cartersville, GA",+34.2026363,-084.8174043,115145037.1,,,,,,,,,,,,,,,,,,,,,,
"Clyde, OH",+41.3035849,-082.9794246,12554563.92,,,,,,,,,,,,,,,,,,,,,,
"Orange City, IA",+42.9980268,-096.0469934,10967329.99,,,,,,,,,,,,,,,,,,,,,,
"Sioux Center, IA",+43.0746163,-096.1702561,14427721.64,,,,,,,,,,,,,,,,,,,,,,
"Bowling Green, KY",+36.9631352,-086.4408242,135895698.3,,,,,,,,,,,,,,,,,,,,,,
"Frostproof, FL",+27.7321474,-081.5582434,24418385.21,,,,,,,,,,,,,,,,,,,,,,
"Winter Haven, FL",+27.9593970,-081.7921467,443770803.4,,,,,,,,,,,,,,,,,,,,,,
"Lakeland, FL",+28.0408153,-081.9671057,408019924.7,,,,,,,,,,,,,,,,,,,,,,
"Fort Meade, FL",+27.7500559,-081.7953369,6075896.537,,,,,,,,,,,,,,,,,,,,,,
"Clifton Forge, VA",+37.8144197,-079.8178246,11877623.22,,,,,,,,,,,,,,,,,,,,,,
"Laurel, MS",+31.6872977,-089.1543096,52634284.53,,,,,,,,,,,,,,,,,,,,,,
"Robstown, TX",+27.7884648,-097.6691288,9491865.074,,,,,,,,,,,,,,,,,,,,,,
"Purcellville, VA",+39.1389196,-077.7226111,19536761.25,,,,,,,,,,,,,,,,,,,,,,
"Burlington, WI",+42.7044055,-088.2515959,36100825.98,,,,,,,,,,,,,,,,,,,,,,
"Zachary, LA",+30.6537120,-091.1740131,29444686.31,,,,,,,,,,,,,,,,,,,,,,
"Pinehurst (Montgomery County)--Magnolia, TX",+30.1925718,-095.7224543,22562856.59,,,,,,,,,,,,,,,,,,,,,,
"The Woodlands--Conroe, TX",+30.2198367,-095.4883684,571707177.9,,,,,,,,,,,,,,,,,,,,,,
"Whitehouse, TX",+32.2216774,-095.2206759,13650273.4,,,,,,,,,,,,,,,,,,,,,,
"Orange, TX",+30.0858198,-093.7846212,100056865.4,,,,,,,,,,,,,,,,,,,,,,
"Midlothian, TX",+32.4526126,-096.9892675,64555845.42,,,,,,,,,,,,,,,,,,,,,,
"Sidney, OH",+40.2895266,-084.1667290,27365579.81,,,,,,,,,,,,,,,,,,,,,,
"Bushnell, FL",+28.6679136,-082.1168434,7310385.67,,,,,,,,,,,,,,,,,,,,,,
"Fairfield, IL",+38.3803909,-088.3699380,8511163.347,,,,,,,,,,,,,,,,,,,,,,
"Winterset, IA",+41.3354755,-094.0184459,5865489.38,,,,,,,,,,,,,,,,,,,,,,
"Immokalee, FL",+26.4265051,-081.4186842,28281666.83,,,,,,,,,,,,,,,,,,,,,,
"Brunswick--St. Simons, GA",+31.2024993,-081.4948755,156280684.8,,,,,,,,,,,,,,,,,,,,,,
"Union Grove, WI",+42.6844893,-088.0664187,9511683.67,,,,,,,,,,,,,,,,,,,,,,
"Delavan, WI",+42.6165123,-088.6397224,30693203.79,,,,,,,,,,,,,,,,,,,,,,
"Lake Geneva, WI",+42.5961355,-088.4365129,16504769.68,,,,,,,,,,,,,,,,,,,,,,
"Barre--Montpelier, VT",+44.2134895,-072.5283080,37661828.91,,,,,,,,,,,,,,,,,,,,,,
"Whitewater, WI",+42.8349152,-088.7357087,12373817.25,,,,,,,,,,,,,,,,,,,,,,
"Elkhorn, WI",+42.6873323,-088.5430016,18129677.98,,,,,,,,,,,,,,,,,,,,,,
"Covington, VA",+37.7806774,-079.9830407,19572455.14,,,,,,,,,,,,,,,,,,,,,,
"Olean, NY",+42.0839431,-078.4351188,34809550.4,,,,,,,,,,,,,,,,,,,,,,
"Dunkirk--Fredonia, NY",+42.4630705,-079.3290277,33148568.58,,,,,,,,,,,,,,,,,,,,,,
"Monroe, WI",+42.6000611,-089.6444854,11327882.57,,,,,,,,,,,,,,,,,,,,,,
"Wagoner, OK",+35.9553867,-095.3824134,14005297.44,,,,,,,,,,,,,,,,,,,,,,
"Garapan, MP",+15.1468949,+145.7148950,44854771.04,,,,,,,,,,,,,,,,,,,,,,
"Fort Atkinson, WI",+42.9183371,-088.8436864,18167713.94,,,,,,,,,,,,,,,,,,,,,,
"Lake Mills, WI",+43.0783248,-088.9044303,10583674.7,,,,,,,,,,,,,,,,,,,,,,
"Mayville, WI",+43.4969880,-088.5464809,7330749.593,,,,,,,,,,,,,,,,,,,,,,
"Dyersburg, TN",+36.0456631,-089.3832250,33834612.11,,,,,,,,,,,,,,,,,,,,,,
"Tafuna--Pago Pago, AS",-14.3196330,-170.7285588,40585568.17,,,,,,,,,,,,,,,,,,,,,,
"Heartland, TX",+32.6721605,-096.4557617,7308099.423,,,,,,,,,,,,,,,,,,,,,,
"Aransas Pass--Port Aransas--Ingleside, TX",+27.9010760,-097.1536233,64378698.23,,,,,,,,,,,,,,,,,,,,,,
"Calumet, MI",+47.2413582,-088.4492280,6470031.726,,,,,,,,,,,,,,,,,,,,,,
"Angleton, TX",+29.1707380,-095.4282623,28403924,,,,,,,,,,,,,,,,,,,,,,
"Mont Belvieu, TX",+29.8205416,-094.8305139,28168460.02,,,,,,,,,,,,,,,,,,,,,,
"Spicer--New London, MN",+45.2515108,-094.9550373,15876259.11,,,,,,,,,,,,,,,,,,,,,,
"Isanti, MN",+45.4903243,-093.2488442,8452730.691,,,,,,,,,,,,,,,,,,,,,,
"Manhattan, IL",+41.4295763,-087.9907616,7602890.048,,,,,,,,,,,,,,,,,,,,,,
"Higgins Lake, MI",+44.4282300,-084.7097162,11728022.88,,,,,,,,,,,,,,,,,,,,,,
"Buchanan, MI",+41.8286318,-086.3530705,10885961.43,,,,,,,,,,,,,,,,,,,,,,
"Eureka, IL",+40.7139884,-089.2749491,6656360.782,,,,,,,,,,,,,,,,,,,,,,
"New Philadelphia--Dover, OH",+40.4892232,-081.4405015,62640862.15,,,,,,,,,,,,,,,,,,,,,,
"Marysville, OH",+40.2327318,-083.3650562,30319983.93,,,,,,,,,,,,,,,,,,,,,,
"Lago Vista (Travis County), TX",+30.4466520,-097.9982584,21740996.27,,,,,,,,,,,,,,,,,,,,,,
"Quincy, IL",+39.9366126,-091.3731378,58985888.4,,,,,,,,,,,,,,,,,,,,,,
"Orrville, OH",+40.8482670,-081.7768937,14039980.69,,,,,,,,,,,,,,,,,,,,,,
"Upper Sandusky, OH",+40.8338991,-083.2736496,12409250.28,,,,,,,,,,,,,,,,,,,,,,
"Clewiston, FL",+26.7453999,-080.9308740,14760495.66,,,,,,,,,,,,,,,,,,,,,,
"Lima, OH",+40.7346957,-084.1283991,129807503.5,,,,,,,,,,,,,,,,,,,,,,
"LaBelle, FL",+26.7571659,-081.4347564,21754323.75,,,,,,,,,,,,,,,,,,,,,,
"Uvalde, TX",+29.2161530,-099.7835974,19055860.67,,,,,,,,,,,,,,,,,,,,,,
"Hinesville, GA",+31.8291101,-081.6227612,96723907.89,,,,,,,,,,,,,,,,,,,,,,
"Victoria, TX",+28.8340133,-096.9746065,86938357.49,,,,,,,,,,,,,,,,,,,,,,
"Adel, IA",+41.6105298,-094.0239731,7119943.881,,,,,,,,,,,,,,,,,,,,,,
"Perry, IA",+41.8404622,-094.0992294,7588327.441,,,,,,,,,,,,,,,,,,,,,,
"Jamestown, NY",+42.1113932,-079.2140852,68733173.87,,,,,,,,,,,,,,,,,,,,,,
"Marshalltown, IA",+42.0327598,-092.9167999,31359255.78,,,,,,,,,,,,,,,,,,,,,,
"Santa Isabel, PR",+17.9707249,-066.4016704,7772480.278,,,,,,,,,,,,,,,,,,,,,,
"Hillsboro, IL",+39.1535640,-089.4847663,10208832.83,,,,,,,,,,,,,,,,,,,,,,
"Henderson, TN",+35.4462769,-088.6513245,14031215.04,,,,,,,,,,,,,,,,,,,,,,
"Dowagiac, MI",+41.9831858,-086.1087713,9333748.489,,,,,,,,,,,,,,,,,,,,,,
"Manor, TX",+30.3579634,-097.5272069,13793400.45,,,,,,,,,,,,,,,,,,,,,,
"Belterra, TX",+30.1881691,-097.9870326,8700400.246,,,,,,,,,,,,,,,,,,,,,,
"Elsa, TX",+26.2993130,-097.9809610,16201614.53,,,,,,,,,,,,,,,,,,,,,,
"Monticello, MN",+45.2941027,-093.7862937,24125926.76,,,,,,,,,,,,,,,,,,,,,,
"Manteno, IL",+41.2481403,-087.8350083,15808882.89,,,,,,,,,,,,,,,,,,,,,,
"Twin Lakes, WI--IL",+42.5070331,-088.2865318,28034886.73,,,,,,,,,,,,,,,,,,,,,,
"Millington, TN",+35.3376378,-089.8838898,32904398.63,,,,,,,,,,,,,,,,,,,,,,
"Montevallo, AL",+33.0972932,-086.8663149,13193411.43,,,,,,,,,,,,,,,,,,,,,,
"Marion--Herrin, IL",+37.7554741,-088.9979063,86548143.92,,,,,,,,,,,,,,,,,,,,,,
"Stoughton, WI",+42.9289547,-089.2362492,17669442.02,,,,,,,,,,,,,,,,,,,,,,
"North Windham, ME",+43.8328904,-070.4334577,36764069.87,,,,,,,,,,,,,,,,,,,,,,
"Boothbay Harbor, ME",+43.8354841,-069.6221629,39906021.94,,,,,,,,,,,,,,,,,,,,,,
"Hartselle, AL",+34.4321496,-086.9367070,36159703.1,,,,,,,,,,,,,,,,,,,,,,
"Moundsville, WV",+39.9305346,-080.7399631,11529776.35,,,,,,,,,,,,,,,,,,,,,,
"Wise--Norton, VA",+36.9649058,-082.5955171,28399190.2,,,,,,,,,,,,,,,,,,,,,,
"Newton Falls, OH",+41.1891354,-080.9638093,11874218.69,,,,,,,,,,,,,,,,,,,,,,
"Huntsville Southeast, AL",+34.6584130,-086.4807177,27842988.83,,,,,,,,,,,,,,,,,,,,,,
"Uniontown, PA",+39.8944686,-079.7165552,69852627.3,,,,,,,,,,,,,,,,,,,,,,
"California--Brownsville, PA",+40.0234314,-079.8982596,16945554.47,,,,,,,,,,,,,,,,,,,,,,
"Monessen, PA",+40.1672498,-079.8893737,91252647.32,,,,,,,,,,,,,,,,,,,,,,
"Griffin, GA",+33.2446471,-084.2747973,73277400.62,,,,,,,,,,,,,,,,,,,,,,
"Pickens, SC",+34.8869616,-082.7081807,12277678.71,,,,,,,,,,,,,,,,,,,,,,
"Tiltonsville--Brilliant, OH",+40.1466226,-080.7096892,8419828.658,,,,,,,,,,,,,,,,,,,,,,
"Bucyrus, OH",+40.8037873,-082.9716799,17759116.03,,,,,,,,,,,,,,,,,,,,,,
"El Campo, TX",+29.1985075,-096.2766234,20293669.74,,,,,,,,,,,,,,,,,,,,,,
"Dahlonega, GA",+34.5403067,-083.9783873,8152077.677,,,,,,,,,,,,,,,,,,,,,,
"Wapakoneta, OH",+40.5701287,-084.1968388,14499639.48,,,,,,,,,,,,,,,,,,,,,,
"Laredo, TX",+27.5384420,-099.4769497,167856822.1,,,,,,,,,,,,,,,,,,,,,,
"Washington Court House, OH",+39.5333903,-083.4321821,19180758.5,,,,,,,,,,,,,,,,,,,,,,
"Findlay, OH",+41.0497319,-083.6397018,66800034.14,,,,,,,,,,,,,,,,,,,,,,
"Fort Valley, GA",+32.5522106,-083.8913066,15080875.48,,,,,,,,,,,,,,,,,,,,,,
"Wilmington, OH",+39.4429004,-083.8133045,24648310.81,,,,,,,,,,,,,,,,,,,,,,
"Nelsonville, OH",+39.4601718,-082.2213677,8080239.476,,,,,,,,,,,,,,,,,,,,,,
"Forsyth, GA",+33.0392401,-083.9478793,13507616.58,,,,,,,,,,,,,,,,,,,,,,
"Logan, OH",+39.5365797,-082.4033161,11417303.3,,,,,,,,,,,,,,,,,,,,,,
"Oxford, OH",+39.5063765,-084.7510710,18733614.76,,,,,,,,,,,,,,,,,,,,,,
"Coshocton, OH",+40.2636653,-081.8500198,20382431.06,,,,,,,,,,,,,,,,,,,,,,
"Prestonsburg, KY",+37.7101747,-082.7716431,17786284.86,,,,,,,,,,,,,,,,,,,,,,
"Zapata--Medina, TX",+26.8939203,-099.2636644,12847252.72,,,,,,,,,,,,,,,,,,,,,,
"Alice, TX",+27.7506221,-098.0734199,25980602.04,,,,,,,,,,,,,,,,,,,,,,
"Eufaula, AL--GA",+31.8875333,-085.1446805,18010219.29,,,,,,,,,,,,,,,,,,,,,,
"Northfield, MN",+44.4471448,-093.1703011,23012884.97,,,,,,,,,,,,,,,,,,,,,,
"Elberton, GA",+34.1088378,-082.8662546,13075034.76,,,,,,,,,,,,,,,,,,,,,,
"Whiteville, NC",+34.3253458,-078.7071766,12799966.41,,,,,,,,,,,,,,,,,,,,,,
"Lake City, SC",+33.8671787,-079.7599649,14391194.25,,,,,,,,,,,,,,,,,,,,,,
"Holden Beach, NC",+33.9321492,-078.2839541,51193643.05,,,,,,,,,,,,,,,,,,,,,,
"Brainerd, MN",+46.3613079,-094.2140630,44406516.96,,,,,,,,,,,,,,,,,,,,,,
"Madison, GA",+33.5908189,-083.4689256,12492749.68,,,,,,,,,,,,,,,,,,,,,,
"Cookeville, TN",+36.1641490,-085.5103178,117987126.5,,,,,,,,,,,,,,,,,,,,,,
"Clearfield, PA",+41.0175140,-078.4383593,18613987.11,,,,,,,,,,,,,,,,,,,,,,
"Oak Island, NC",+33.9058692,-078.0486559,40541102.68,,,,,,,,,,,,,,,,,,,,,,
"International Falls, MN",+48.5918078,-093.3848792,19177415.26,,,,,,,,,,,,,,,,,,,,,,
"Hastings, MN",+44.7268211,-092.8607664,19158966.14,,,,,,,,,,,,,,,,,,,,,,
"Claremore, OK",+36.2814681,-095.6354732,39961293.67,,,,,,,,,,,,,,,,,,,,,,
"Vineyard Haven--Edgartown--Oak Bluffs, MA",+41.4229575,-070.5744419,46457201.49,,,,,,,,,,,,,,,,,,,,,,
"Bemidji, MN",+47.4845204,-094.8942295,40196221.35,,,,,,,,,,,,,,,,,,,,,,
"Muskogee, OK",+35.7468122,-095.3561604,79480310.07,,,,,,,,,,,,,,,,,,,,,,
"Roxboro, NC",+36.3961599,-078.9801239,20979012.3,,,,,,,,,,,,,,,,,,,,,,
"Fairfield Glade, TN",+36.0095023,-084.8857107,25990137.93,,,,,,,,,,,,,,,,,,,,,,
"Devils Lake, ND",+48.1125911,-098.8711157,13151157.01,,,,,,,,,,,,,,,,,,,,,,
"Swansboro--Cedar Point, NC",+34.6934816,-077.1695918,67265270.48,,,,,,,,,,,,,,,,,,,,,,
"South Paris, ME",+44.2110501,-070.5211123,10742200.91,,,,,,,,,,,,,,,,,,,,,,
"Denton Southwest, TX",+33.1074745,-097.2355576,18355614.1,,,,,,,,,,,,,,,,,,,,,,
"Milton, VT",+44.6319843,-073.1303304,14532078.12,,,,,,,,,,,,,,,,,,,,,,
"Krum, TX",+33.2590938,-097.2190866,8481034.518,,,,,,,,,,,,,,,,,,,,,,
"Sullivan--Sylvan Beach, NY",+43.1611690,-075.7678288,10085386.22,,,,,,,,,,,,,,,,,,,,,,
"Oscoda--Au Sable, MI",+44.4548234,-083.3489853,52718740.54,,,,,,,,,,,,,,,,,,,,,,
"Au Gres, MI",+44.0433923,-083.6895492,10433034.82,,,,,,,,,,,,,,,,,,,,,,
"Frankfort, MI",+44.6376098,-086.2277588,11106800.19,,,,,,,,,,,,,,,,,,,,,,
"Valparaiso--Shorewood Forest, IN",+41.4775157,-087.0616155,89421067.28,,,,,,,,,,,,,,,,,,,,,,
"Oronoko--Berrien Springs, MI",+41.9555513,-086.3479723,9610102.825,,,,,,,,,,,,,,,,,,,,,,
"West Salem, WI",+43.9016194,-091.0821978,8202462.789,,,,,,,,,,,,,,,,,,,,,,
"Fontana-on-Geneva Lake, WI",+42.5671667,-088.5475833,35431702.58,,,,,,,,,,,,,,,,,,,,,,
"Jackson, WI",+43.3244026,-088.1641044,9386334.1,,,,,,,,,,,,,,,,,,,,,,
"Hartford, WI",+43.3202916,-088.3780373,42534953.52,,,,,,,,,,,,,,,,,,,,,,
"St. Helen, MI",+44.3613721,-084.4163709,9078982.799,,,,,,,,,,,,,,,,,,,,,,
"Wilmington, IL",+41.3042646,-088.1494914,11548891.46,,,,,,,,,,,,,,,,,,,,,,
"Mattawan, MI",+42.2264292,-085.7900889,16595853.15,,,,,,,,,,,,,,,,,,,,,,
"Elburn, IL",+41.8875566,-088.4598385,9232547.547,,,,,,,,,,,,,,,,,,,,,,
"Crystal City, TX",+28.6887549,-099.8267637,9183915.83,,,,,,,,,,,,,,,,,,,,,,
"Edna, TX",+28.9742858,-096.6505439,9569310.38,,,,,,,,,,,,,,,,,,,,,,
"Crossville, TN",+35.9364779,-085.0382336,72430106.6,,,,,,,,,,,,,,,,,,,,,,
"Danville, IL",+40.1307026,-087.6293203,74217318.22,,,,,,,,,,,,,,,,,,,,,,
"Logansport, IN",+40.7537349,-086.3521382,27817626.02,,,,,,,,,,,,,,,,,,,,,,
"Monmouth, IL",+40.9124761,-090.6448331,10813289.57,,,,,,,,,,,,,,,,,,,,,,
"New Bern, NC",+35.0927227,-077.0718220,110379789.1,,,,,,,,,,,,,,,,,,,,,,
"Coleman, TX",+31.8254084,-099.4258079,7221417.776,,,,,,,,,,,,,,,,,,,,,,
"Hampshire, IL",+42.0941218,-088.5179709,7057713.092,,,,,,,,,,,,,,,,,,,,,,
"Fond du Lac, WI",+43.7798755,-088.4453124,64757421.47,,,,,,,,,,,,,,,,,,,,,,
"Mobile, AL",+30.6715659,-088.1591999,581844853.3,,,,,,,,,,,,,,,,,,,,,,
"Middlebury, VT",+44.0113838,-073.1633758,11602128.58,,,,,,,,,,,,,,,,,,,,,,
"Menomonie, WI",+44.8872235,-091.9090545,31659527.7,,,,,,,,,,,,,,,,,,,,,,
"Eau Claire, WI",+44.8496005,-091.4599127,172096956.2,,,,,,,,,,,,,,,,,,,,,,
"Mascoutah, IL",+38.4980768,-089.8043842,8456906.052,,,,,,,,,,,,,,,,,,,,,,
"Foley--Gulf Shores, AL",+30.3376758,-087.6927707,128125233.9,,,,,,,,,,,,,,,,,,,,,,
"Panama City--Panama City Beach, FL",+30.2281950,-085.8935052,328374618.4,,,,,,,,,,,,,,,,,,,,,,
"Springfield, TN",+36.4942441,-086.8749583,23208811.05,,,,,,,,,,,,,,,,,,,,,,
"Paw Paw Lake, MI",+42.1970731,-086.2804745,21520262.66,,,,,,,,,,,,,,,,,,,,,,
"Geneva, OH",+41.8029455,-080.9356577,12516491.64,,,,,,,,,,,,,,,,,,,,,,
"Montauk, NY",+41.0472561,-071.9452992,16046116,,,,,,,,,,,,,,,,,,,,,,
"Brownsville, TX",+25.9559110,-097.4766820,167044590.3,,,,,,,,,,,,,,,,,,,,,,
"Boerne, TX",+29.7793023,-098.7187112,24967650.15,,,,,,,,,,,,,,,,,,,,,,
"Forney, TX",+32.7475423,-096.4384698,51153564.02,,,,,,,,,,,,,,,,,,,,,,
"Oneida, NY",+43.0836136,-075.6371691,16483655.48,,,,,,,,,,,,,,,,,,,,,,
"Harrison, AR",+36.2451255,-093.1190678,32154101.66,,,,,,,,,,,,,,,,,,,,,,
"Oklahoma City, OK",+35.4968689,-097.5355708,1112167526,,,,,,,,,,,,,,,,,,,,,,
"Gun Barrel City, TX",+32.2724615,-096.1146768,47733178.53,,,,,,,,,,,,,,,,,,,,,,
"Rome, NY",+43.2327725,-075.4355182,44936001.89,,,,,,,,,,,,,,,,,,,,,,
"Chickasha, OK",+35.0332059,-097.9489497,25374769.22,,,,,,,,,,,,,,,,,,,,,,
"Saranac Lake, NY",+44.3206121,-074.1273898,8691855.066,,,,,,,,,,,,,,,,,,,,,,
"Utica, NY",+43.0898480,-075.2659335,135290878,,,,,,,,,,,,,,,,,,,,,,
"Branson, MO",+36.6469200,-093.2479160,91330204.63,,,,,,,,,,,,,,,,,,,,,,
"Forsyth, MO",+36.7104061,-093.1752581,17132541.91,,,,,,,,,,,,,,,,,,,,,,
"Fayetteville--Springdale--Rogers, AR--MO",+36.2626668,-094.1843228,519787216.4,,,,,,,,,,,,,,,,,,,,,,
"Toccoa, GA",+34.5687287,-083.3136611,32702371.5,,,,,,,,,,,,,,,,,,,,,,
"Corsicana, TX",+32.0899887,-096.4700252,40548875.57,,,,,,,,,,,,,,,,,,,,,,
